Unnamed: 0,Job Title,Rating,Company Name,Location,Headquarters,Founded,Type of ownership,Industry,Sector,Revenue,competitor_count,company_age,job_state,min_salary,max_salary,python_yn,r_yn,sql_yn,aws_yn,azure_yn,spark_yn,hadoop_yn,excel_yn,tableau_yn,sas_yn,docker_yn,kubernetes_yn,security_clearance,phd_yn,masters_yn,bachelors_yn,size_num
471,107,3.4,23,148,143,1988,3,27,6,8,0,36,17,61,119,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1001.0
472,169,3.7,165,30,162,0,3,0,0,5,0,0,17,100,140,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,501.0
473,157,2.6,271,141,137,1984,1,2,24,5,0,40,29,56,91,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,501.0
476,69,3.8,336,62,63,1984,10,12,21,5,0,40,7,68,114,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,501.0
477,69,5.0,32,190,3,0,3,11,5,5,0,0,5,150,160,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,501.0
479,100,3.6,180,26,175,1851,3,27,6,7,0,173,17,101,158,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,5001.0
482,211,4.0,226,122,118,1849,4,58,20,7,0,175,26,125,210,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,10000.0
483,35,3.8,25,72,74,1870,4,56,2,0,3,154,37,43,77,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1001.0
485,119,3.9,335,28,27,2009,3,15,2,13,0,15,2,139,221,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,51.0
486,132,3.8,121,122,118,2002,3,52,17,9,3,22,26,44,86,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1001.0
487,193,4.3,134,57,48,1990,3,3,5,0,3,34,22,78,147,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,5001.0
488,191,1.9,190,122,118,2010,3,8,14,8,3,14,26,65,110,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,201.0
489,63,3.3,171,85,23,1912,3,27,6,7,3,112,12,37,66,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,10000.0
490,12,4.7,236,43,184,1972,3,34,21,6,0,52,2,38,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,51.0
491,20,3.1,260,26,103,1856,3,56,2,7,0,168,17,43,82,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,10000.0
492,232,3.4,306,34,69,1981,4,21,4,5,0,43,1,90,110,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,501.0
493,51,4.4,33,35,186,2004,3,24,5,5,0,20,35,61,109,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,51.0
494,209,3.9,176,131,128,2012,3,3,5,5,0,12,7,93,151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,201.0
495,174,3.9,107,40,86,1995,3,11,5,8,0,29,11,52,81,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,501.0
496,261,4.7,326,44,44,2002,3,31,2,5,0,22,21,40,101,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1001.0
497,193,4.7,232,17,11,2010,3,41,21,6,0,14,33,97,180,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,51.0
498,129,3.4,216,26,94,1943,3,5,21,8,3,81,17,81,134,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1001.0
499,188,3.8,14,30,28,2008,4,58,20,13,0,16,17,84,157,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,501.0
500,255,2.7,12,158,154,1961,3,58,20,10,0,63,18,49,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.0
501,182,3.1,246,132,193,1875,3,7,7,7,0,149,14,68,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5001.0
502,237,3.4,105,40,41,2005,4,51,16,9,3,19,11,75,140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1001.0
505,115,4.0,137,163,108,2007,3,28,5,5,2,17,2,121,203,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1001.0
506,152,3.5,111,151,145,1969,3,3,5,0,1,55,2,52,85,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1001.0
507,235,3.4,27,194,118,1978,4,27,6,11,3,46,27,81,140,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,10000.0
508,32,3.7,62,137,51,1925,4,25,7,7,3,99,11,63,99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10000.0
509,195,4.3,110,40,41,1993,4,38,13,9,3,31,11,110,150,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1001.0
510,238,3.7,117,54,53,0,10,27,6,8,0,0,9,83,148,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,201.0
512,200,3.8,217,154,150,1965,5,10,11,2,3,59,36,60,101,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1001.0
516,1,4.6,140,33,33,1992,3,31,2,8,0,32,9,31,55,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,501.0
517,11,4.4,8,30,28,2003,4,58,20,5,0,21,17,102,178,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,201.0
518,224,3.7,165,30,162,0,3,0,0,5,0,0,17,110,130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,501.0
519,46,3.0,17,139,135,1983,3,27,6,11,3,41,29,48,85,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,5001.0
520,118,4.7,279,163,97,2006,3,44,21,1,0,18,2,66,123,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,51.0
521,199,3.8,217,173,150,1965,5,10,11,2,3,59,36,92,146,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1001.0
522,134,3.2,63,129,57,1996,7,21,4,7,2,28,23,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0
523,212,2.7,118,119,132,2000,4,16,2,9,0,24,32,10,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,5001.0
524,95,3.3,171,40,23,1912,3,27,6,7,3,112,11,150,239,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,10000.0
525,162,3.9,274,161,157,1947,7,40,21,2,3,77,33,52,91,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1001.0
526,105,3.7,22,17,11,0,1,2,24,5,0,0,33,82,129,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,501.0
528,223,3.1,246,195,193,1875,3,7,7,7,0,149,22,47,101,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5001.0
530,260,3.7,241,84,185,1922,4,23,12,7,0,102,0,49,76,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,10000.0
532,214,4.3,239,57,147,1958,7,40,21,2,3,66,22,43,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1001.0
533,93,3.6,289,63,64,1989,3,12,21,5,0,35,24,124,199,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1001.0
534,231,2.1,319,24,21,2003,8,58,20,8,2,21,29,52,93,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1001.0
535,193,3.9,122,163,159,2008,4,3,5,6,0,16,2,97,181,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,51.0
537,193,3.9,291,163,159,2007,3,28,5,6,2,17,2,100,173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,201.0
538,13,3.8,121,122,118,2002,3,52,17,9,3,22,26,53,96,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1001.0
539,220,3.1,246,195,193,1875,3,7,7,7,0,149,22,65,96,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,5001.0
540,69,3.5,262,3,73,1870,4,58,20,0,0,154,25,56,95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5001.0
541,69,4.7,1,159,155,2016,3,24,5,5,2,8,21,111,176,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,51.0
542,69,5.0,250,180,7,2014,3,23,12,6,0,10,35,75,127,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,51.0
543,51,3.6,180,178,175,1851,3,27,6,7,0,173,17,65,119,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,5001.0
544,33,3.8,217,154,150,1965,5,10,11,2,3,59,36,56,97,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1001.0
545,143,4.7,242,160,156,2013,3,58,20,1,0,11,34,108,173,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,51.0
546,69,3.6,74,89,118,1812,4,29,2,7,0,212,24,94,139,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,10000.0
548,145,4.7,256,163,160,1999,10,3,5,5,0,25,2,176,289,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,501.0
549,69,3.5,264,163,159,2016,3,11,5,5,0,8,2,92,149,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,51.0
550,151,3.5,111,10,145,1969,3,3,5,0,1,55,35,63,101,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1001.0
552,148,3.3,248,157,153,2014,6,21,4,2,0,10,26,54,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10000.0
554,69,2.7,70,58,114,2007,4,24,5,5,0,17,2,118,188,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,10000.0
555,69,3.4,178,133,129,2008,3,28,5,5,0,16,2,108,146,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,501.0
556,69,4.7,144,168,165,2010,3,3,5,5,0,14,2,65,106,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,51.0
557,69,2.8,0,32,32,1976,4,55,21,0,0,48,26,55,98,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1001.0
558,69,3.5,54,122,159,1992,10,47,8,2,3,32,26,94,162,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1001.0
560,51,3.2,207,91,35,0,3,44,21,12,0,0,29,63,120,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1.0
561,189,4.4,251,30,28,2013,4,58,20,8,0,11,17,90,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,201.0
562,69,3.3,257,163,159,2008,3,12,21,5,0,16,2,127,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,201.0
563,228,4.0,76,9,5,2002,3,3,5,12,0,22,18,60,127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,51.0
565,130,3.4,254,192,189,1991,4,48,15,13,0,33,7,31,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,201.0
566,250,3.8,283,17,146,2010,3,3,5,5,3,14,33,105,194,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,501.0
567,8,3.5,103,190,186,2007,3,40,21,5,0,17,5,45,86,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1001.0
568,51,4.4,276,78,139,2015,3,11,5,5,0,9,35,75,143,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1.0
570,250,3.7,258,118,112,1988,10,3,5,13,3,36,2,126,228,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1001.0
572,69,4.7,287,10,195,2010,3,23,12,8,0,14,35,80,134,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,201.0
573,69,4.1,202,169,166,2012,3,11,5,5,3,12,2,120,189,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,501.0
575,69,4.0,175,169,138,0,3,1,1,3,0,0,2,85,142,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0
576,195,3.5,49,36,38,2017,4,27,6,5,0,7,22,95,154,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1001.0
577,69,2.5,59,27,26,0,3,58,20,5,1,0,2,111,176,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1.0
578,69,3.9,266,163,12,0,3,24,5,3,0,0,2,87,140,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
579,69,3.4,170,180,148,1969,4,23,12,7,0,55,35,76,127,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10000.0
580,47,3.6,37,122,24,1935,10,20,7,9,3,89,26,54,92,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,10000.0
582,69,3.5,149,122,94,2016,4,5,21,9,2,8,26,61,100,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,10000.0
583,69,3.7,5,122,121,0,3,0,0,5,0,0,26,81,140,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,501.0
585,249,2.9,13,164,118,1998,3,12,21,5,3,26,2,80,148,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,51.0
586,69,3.5,338,65,31,0,3,22,23,12,0,0,2,108,171,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,51.0
587,69,4.8,293,122,122,2011,3,24,5,5,0,13,26,112,179,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1.0
588,69,4.0,42,122,118,2007,3,31,2,8,3,17,26,63,111,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,201.0
589,69,4.2,223,81,80,1885,3,56,2,13,0,139,17,75,126,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,201.0
590,82,3.8,58,122,130,1967,4,11,5,7,3,57,26,110,184,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,10000.0
591,51,3.7,129,122,118,1914,3,27,6,8,3,110,26,76,145,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,201.0
594,131,3.9,73,60,59,1937,7,56,2,5,3,87,29,36,62,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,501.0
595,69,4.6,83,189,106,0,3,5,21,12,0,0,17,70,118,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,51.0
597,195,4.3,186,122,118,1999,4,11,5,2,1,25,26,94,153,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1001.0
599,149,3.3,248,157,153,2014,6,21,4,2,0,10,26,54,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10000.0
600,40,3.7,53,4,3,1989,3,24,5,8,3,35,35,50,92,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,501.0
601,226,4.0,146,48,129,1939,4,3,5,5,0,85,28,49,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,10000.0
602,92,3.6,180,26,175,1851,3,27,6,7,0,173,17,67,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5001.0
603,253,3.9,291,163,159,2007,3,28,5,6,2,17,2,138,224,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,201.0
604,69,3.7,204,162,61,1939,4,23,12,7,0,85,2,80,139,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,10000.0
605,119,3.7,328,21,67,1958,4,24,5,7,3,66,36,158,211,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,10000.0
606,196,3.9,237,122,118,2014,3,11,5,5,0,10,26,150,180,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,201.0
607,109,3.7,193,40,41,1928,4,3,5,11,3,96,11,42,80,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,10000.0
608,117,4.1,87,118,112,2010,3,28,5,13,3,14,2,190,220,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,51.0
609,40,3.1,281,122,118,2006,9,30,24,8,0,18,26,42,77,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1001.0
610,181,3.1,246,132,193,1875,3,7,7,7,0,149,14,68,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5001.0
613,34,3.0,155,77,16,1981,4,24,5,7,3,43,4,54,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,10000.0
614,49,3.6,180,178,175,1851,3,27,6,7,0,173,17,34,92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5001.0
616,40,3.6,7,122,118,1980,3,21,4,6,2,44,26,47,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.0
617,51,3.5,15,130,127,2013,3,21,4,5,0,11,2,65,124,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,501.0
619,69,4.2,115,122,118,2012,3,9,24,5,3,12,26,56,95,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,51.0
622,123,4.0,194,61,96,1954,4,23,12,8,2,70,35,62,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,501.0
623,201,3.9,28,70,29,1913,4,58,20,7,3,111,18,107,173,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,10000.0
624,69,3.7,50,175,148,2006,3,24,5,10,0,18,18,64,108,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,201.0
625,195,4.4,108,133,129,2012,3,28,5,5,0,12,2,89,144,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0
627,219,3.5,284,108,104,2010,3,58,20,0,3,14,17,109,200,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1001.0
629,125,3.7,64,97,41,1973,4,46,2,2,0,51,13,61,113,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,501.0
630,131,3.6,259,79,79,1986,3,18,19,8,0,38,2,35,62,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1001.0
631,51,3.4,310,83,85,2002,3,24,5,0,3,22,33,55,105,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,501.0
632,135,4.0,297,29,6,1977,6,21,4,13,0,47,33,18,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1001.0
633,160,2.4,292,82,62,0,3,17,7,8,0,0,11,39,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,501.0
634,142,3.7,204,164,61,1939,4,23,12,7,0,85,2,135,211,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10000.0
635,51,3.5,255,140,30,1997,3,58,20,5,3,27,1,57,80,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,501.0
636,73,4.4,316,122,118,2001,3,29,2,5,0,23,26,129,215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1001.0
637,86,3.3,171,26,23,1912,3,27,6,7,3,112,17,86,143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10000.0
638,14,3.9,28,70,29,1913,4,58,20,7,3,111,18,63,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10000.0
639,79,3.2,177,20,14,1958,7,14,3,0,3,66,17,50,89,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,5001.0
640,51,3.2,143,122,118,2003,3,40,21,5,3,21,26,43,86,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,501.0
642,185,2.1,69,46,45,0,4,58,20,10,0,0,2,74,149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,201.0
643,69,4.0,280,122,118,2007,3,6,23,5,2,17,26,71,124,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,501.0
644,10,3.7,290,30,125,1781,4,58,20,7,3,243,17,113,196,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,10000.0
645,216,2.6,271,141,137,1984,1,2,24,5,0,40,29,81,167,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,501.0
646,69,3.4,245,122,124,2011,3,21,4,5,2,13,26,69,121,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,201.0
647,195,4.4,182,40,41,2008,3,5,21,13,0,16,11,97,160,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,201.0
648,142,3.2,300,163,159,2006,10,11,5,5,3,18,2,150,238,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,501.0
651,69,3.5,88,122,118,2005,4,12,21,5,0,19,26,77,132,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,201.0
652,30,3.7,322,186,182,1966,6,21,4,8,0,58,3,24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,501.0
653,52,4.2,75,36,41,2008,3,24,5,5,0,16,22,59,112,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,201.0
654,43,4.2,299,160,156,0,7,39,10,5,0,0,34,35,65,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,10000.0
655,51,3.1,196,5,170,1997,4,54,8,7,3,27,2,79,147,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1001.0
658,186,3.9,130,30,25,1830,4,58,20,7,3,194,17,62,119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10000.0
660,195,4.3,120,103,97,2008,3,3,5,5,1,16,2,119,187,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,51.0
661,154,3.3,312,56,55,1988,4,5,21,9,3,36,2,90,157,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1001.0
662,116,3.9,268,122,118,2010,3,28,5,6,0,14,26,32,62,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,201.0
663,4,3.5,66,171,168,1996,7,21,4,2,0,28,2,42,86,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,501.0
664,66,4.0,11,164,160,1982,4,3,5,11,2,42,2,116,208,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,10000.0
665,197,3.9,28,122,29,1913,4,58,20,7,3,111,26,102,172,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10000.0
666,239,3.0,228,92,88,1958,3,19,14,7,3,66,32,69,127,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10000.0
668,69,3.7,285,11,197,1863,4,26,6,7,3,161,26,86,144,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,10000.0
669,195,3.5,262,12,73,1870,4,58,20,0,0,154,3,102,165,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5001.0
670,51,4.0,229,53,52,1915,7,27,6,2,0,109,3,74,124,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,501.0
671,103,3.3,220,116,109,1964,3,17,7,5,0,60,37,40,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,501.0
672,193,3.2,109,67,83,2004,3,21,4,5,0,20,32,76,142,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1001.0
673,51,3.4,188,158,148,1999,3,24,5,10,0,25,18,76,142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,201.0
674,195,4.4,181,120,115,1984,3,3,5,0,0,40,17,108,171,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1001.0
675,94,3.3,171,40,23,1912,3,27,6,7,3,112,11,202,306,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10000.0
676,123,3.2,154,122,118,1975,3,3,5,5,3,49,26,91,159,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1001.0
678,233,3.8,205,30,13,1996,4,58,20,7,0,28,17,80,133,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,10000.0
679,187,2.9,29,176,159,2012,10,58,20,5,3,12,2,49,97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,201.0
681,256,2.7,12,158,154,1961,3,58,20,10,0,63,18,49,113,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,201.0
682,122,3.6,38,114,91,1935,7,21,4,8,0,89,6,21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1001.0
683,176,3.1,246,195,193,1875,3,7,7,7,0,149,22,65,134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5001.0
685,7,3.3,199,153,149,1989,3,27,6,2,0,35,27,32,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,501.0
687,108,3.7,304,199,196,1852,4,27,6,11,0,172,17,39,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5001.0
688,237,4.5,192,85,83,1996,3,5,21,10,0,28,12,87,158,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,51.0
689,28,3.0,141,185,180,1977,10,11,5,8,3,47,7,27,48,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1001.0
690,24,3.8,121,122,118,2002,3,52,17,9,3,22,26,36,71,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1001.0
691,208,3.9,311,40,41,1968,4,15,2,0,0,56,11,107,173,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,5001.0
692,194,3.2,177,75,14,1958,7,14,3,0,3,66,35,56,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5001.0
694,99,3.3,185,30,28,1976,3,4,22,5,0,48,17,25,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0
695,222,3.1,246,195,193,1875,3,7,7,7,0,149,22,80,155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5001.0
696,177,2.4,89,162,158,2006,3,58,20,13,0,18,2,43,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,501.0
697,18,2.9,235,88,111,2015,3,58,20,5,0,9,26,44,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1001.0
698,171,4.8,145,163,159,2011,3,3,5,10,0,13,2,45,78,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,51.0
699,247,2.9,235,107,111,2015,3,58,20,5,0,9,8,50,110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1001.0
700,69,4.7,214,14,8,2003,3,3,5,10,0,21,8,60,99,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,51.0
701,78,4.7,84,118,112,2014,3,3,5,8,0,10,2,130,206,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,501.0
702,107,3.4,23,148,143,1988,3,27,6,8,0,36,17,61,119,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1001.0
703,169,3.7,165,30,162,0,3,0,0,5,0,0,17,100,140,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,501.0
704,191,3.9,172,163,159,2008,4,3,5,5,0,16,2,99,178,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,51.0
705,150,3.6,150,143,56,2017,4,58,20,9,3,7,29,86,137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10000.0
706,68,3.6,180,26,175,1851,3,27,6,7,0,173,17,37,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5001.0
